loanNumber,purpose,strata,clientId,dateOfBirth,cycle,province,district,submissionDate,approvalDate,disbursementDate,appliedAmount,approvedAmount,disbursedAmount,loanType,termsDuration,actualPaymentAmount,principalPaid,interestPaid,insuranceFeePaid,totalLateFeesPaid,excessAmountPaid,interestWaived,currentBalance,principalBalance,interestBalance,feesBalance,amountPastDue,principalPastDue,interestPastDue,feesPastDue,scheduledPrincipalAmount,scheduledInterestAmount,scheduledFeesAmount,scheduledPaymentAmount,lastPaymentAmount,lastPrincipalAmount,lastInterestAmount,lastFeesAmount,lastLateFeesAmount,lastExcessAmount,daysInArrears,installmentInArrears,lastPaymentDate,loanStatus,industrySectorOfActivity,businessSubSector,countrySpecific,country_code
LN-ET-2024-109127,Rent/Utilities,host,ET-ET-2025-S1-U04795,1991-08-26,4,Oromia,Mekelle,2024-08-19,2024-08-24,2024-08-27,100.0,102.04,101.43,Working Capital,18,40.31,29.68,6.24,0.22,3.39,0.77,0.0,84.87,71.75,11.97,1.46,12.73,7.17,1.2,0.15,10.0,1.01,0.27,11.28,12.5,10.45,1.65,0.81,0.25,0.0,59,3,2024-09-16,defaulted,Manufacturing,Crafts,Ethiopia,ET
LN-RW-2021-959042,Rent/Utilities,host,RW-RW-2024-S1-U02684,1983-06-09,1,Northern,Rubavu,2021-08-26,2021-09-06,2021-09-17,156.26,150.37,147.44,Seasonal Loan,18,112.11,71.3,26.2,0.57,0.0,14.03,0.0,85.29,76.14,17.22,5.53,0.0,0.0,0.0,0.0,10.0,2.41,0.31,12.72,15.38,12.28,4.49,0.34,0.0,0.0,0,0,2022-02-02,active,Professional Services,Consulting,Rwanda,RW
LN-ET-2026-102618,Stock purchase,refugee,ET-ET-2022-S1-U00743,1981-06-13,1,SNNPR,Bole,2026-04-22,2026-05-12,2026-05-25,210.55,217.45,198.9,Emergency Loan,9,114.03,89.47,23.09,1.09,0.0,0.38,0.0,138.45,109.43,24.65,3.42,0.0,0.0,0.0,0.0,22.1,5.3,0.38,27.78,31.13,18.53,7.61,1.14,0.0,3.84,0,0,2026-07-02,active,Transport,Moto,Ethiopia,ET
LN-RW-2024-878485,Emergency,host,RW-RW-2023-S2-U04222,1987-05-11,2,Southern,Kicukiro,2024-05-21,2024-06-02,2024-06-02,243.09,244.31,233.64,Emergency Loan,3,185.75,144.47,38.93,2.58,3.35,0.0,0.0,124.61,89.17,23.76,6.36,18.69,8.92,2.38,0.64,77.88,20.89,3.24,102.01,53.8,43.54,13.65,0.25,1.1,0.0,8,2,2024-08-07,active,Agriculture,Poultry,Rwanda,RW
LN-RW-2025-864657,Stock purchase,refugee,RW-RW-2022-S3-U01245,1986-02-10,1,Southern,Nyarugenge,2025-04-16,2025-04-29,2025-05-12,100.0,100.0,94.96,Asset Finance,24,30.42,25.07,3.97,0.14,0.0,1.25,0.0,87.87,69.9,15.2,3.62,0.0,0.0,0.0,0.0,10.0,1.0,0.15,11.15,8.42,6.97,2.43,0.04,0.0,0.0,0,0,2025-07-08,active,Transport,Moto,Rwanda,RW
LN-RW-2020-253866,Emergency,host,RW-RW-2018-S3-U01347,2000-02-09,2,Northern,Rwamagana,2020-09-08,2020-09-26,2020-09-29,392.35,319.81,292.12,Working Capital,24,354.86,285.7,39.01,3.73,0.0,26.42,0.0,0.48,6.42,12.8,7.68,0.0,0.0,0.0,0.0,12.17,2.16,0.32,14.65,14.95,9.07,3.78,0.39,0.0,1.7,0,0,2021-01-03,closed,Retail & Trade,Pharmacy,Rwanda,RW
LN-KE-2023-209453,Equipment,refugee,KE-KE-2023-S1-U00378,1979-05-06,4,Nairobi,Nairobi,2023-10-01,2023-10-15,2023-10-27,551.58,566.55,514.09,Asset Finance,24,306.13,233.37,23.33,2.81,0.0,46.62,0.0,276.39,280.72,18.21,21.55,0.0,0.0,0.0,0.0,21.42,1.73,0.9,24.05,16.67,10.99,1.82,0.72,0.0,3.14,0,0,2024-01-31,active,Retail & Trade,Pharmacy,Kenya,KE
LN-KE-2021-457595,Rent/Utilities,host,KE-KE-2019-S3-U01729,1983-05-13,4,Coast,Mombasa,2021-08-13,2021-08-31,2021-09-07,1388.64,1069.99,1018.1,Working Capital,6,873.26,663.06,158.33,3.08,0.0,48.79,0.0,406.46,355.04,74.91,23.86,0.0,0.0,0.0,0.0,169.68,38.87,3.98,212.53,188.19,132.79,44.53,8.86,0.0,2.01,0,0,2021-11-03,active,Manufacturing,Soap,Kenya,KE
LN-KE-2022-266194,Equipment,host,KE-KE-2020-S1-U00452,2002-09-10,1,Coast,Nakuru,2022-06-05,2022-07-05,2022-07-12,298.32,228.82,208.68,Seasonal Loan,9,162.49,118.58,19.24,1.96,4.1,18.61,0.0,87.68,90.1,11.85,3.28,13.15,9.01,1.18,0.33,23.19,3.45,0.82,27.46,21.81,16.05,2.79,1.94,0.72,0.3,2,1,2022-11-22,active,Retail & Trade,Clothing,Kenya,KE
LN-RW-2025-105146,Expansion,host,RW-RW-2026-S2-U00257,1999-01-18,4,Northern,Rwamagana,2025-07-19,2025-08-09,2025-08-21,100.0,100.0,93.19,Asset Finance,9,56.61,39.61,9.46,0.03,1.83,5.68,0.0,60.51,53.58,11.45,1.11,9.08,5.36,1.15,0.11,10.35,2.32,0.33,13.01,11.27,7.2,1.37,0.52,0.05,2.12,1,4,2026-03-25,active,Manufacturing,Crafts,Rwanda,RW
LN-KE-2025-129681,Stock purchase,refugee,KE-KE-2021-S2-U00033,2003-07-15,2,Central,Nakuru,2025-10-29,2025-11-21,2025-11-21,108.11,100.0,99.37,Inventory Loan,3,83.18,61.03,9.44,0.2,0.0,12.52,0.0,35.49,38.35,6.57,3.01,0.0,0.0,0.0,0.0,33.12,5.33,1.0,39.46,39.14,22.48,9.21,0.75,0.0,6.7,0,0,2025-12-27,active,Personal Services,Beauty,Kenya,KE
LN-SS-2023-162321,Emergency,host,SS-SS-2020-S2-U04754,1995-02-09,4,Eastern Equatoria,Torit,2023-05-13,2023-05-29,2023-05-31,353.37,314.23,300.63,Emergency Loan,3,158.85,120.27,24.64,1.51,9.62,2.8,1.49,231.67,180.36,46.36,4.05,34.75,18.04,4.64,0.41,100.21,24.16,4.56,128.93,139.04,91.6,34.74,5.5,6.11,1.09,18,5,2023-07-21,restructured,Transport,Moto,South Sudan,SS
LN-ET-2019-465837,Expansion,refugee,ET-ET-2025-S3-U00722,2003-12-23,2,Oromia,Kirkos,2019-03-26,2019-04-23,2019-04-28,427.09,331.18,324.48,Inventory Loan,18,256.34,211.95,37.22,0.26,0.0,6.92,0.0,146.37,112.53,27.51,13.11,0.0,0.0,0.0,0.0,18.03,3.6,0.73,22.35,24.44,18.07,5.6,1.7,0.0,0.0,0,0,2019-07-12,active,ICT,Software Services,Ethiopia,ET
LN-ET-2026-566954,Rent/Utilities,refugee,ET-ET-2021-S1-U02834,1972-08-22,1,SNNPR,Bole,2026-12-05,2026-12-07,2026-12-13,264.43,242.9,237.12,Emergency Loan,3,319.38,214.07,69.82,2.11,0.0,33.38,0.0,0.0,23.04,0.0,9.23,0.0,0.0,0.0,0.0,79.04,23.27,3.08,105.39,51.64,33.26,14.57,2.39,0.0,1.41,0,0,2026-12-28,closed,Professional Services,Hair Salon,Ethiopia,ET
LN-RW-2020-253299,Emergency,host,RW-RW-2026-S3-U00184,1990-01-06,1,Northern,Gasabo,2020-11-17,2020-12-17,2020-12-31,322.54,269.57,262.28,Emergency Loan,24,339.77,242.79,70.89,2.16,0.0,23.93,0.0,2.71,19.49,0.0,7.13,0.0,0.0,0.0,0.0,10.93,2.95,0.3,14.18,16.21,10.81,3.08,0.89,0.0,1.43,0,0,2021-06-01,closed,Professional Services,Hair Salon,Rwanda,RW
LN-ET-2026-414373,Expansion,refugee,ET-ET-2019-S3-U04855,2001-11-08,4,SNNPR,Bole,2026-05-07,2026-06-01,2026-06-11,291.72,256.93,248.89,Seasonal Loan,9,197.61,151.66,22.93,0.61,0.0,22.42,0.0,96.44,97.23,12.13,9.2,0.0,0.0,0.0,0.0,27.65,3.89,1.02,32.57,29.74,21.81,6.75,1.5,0.0,0.0,0,0,2026-09-15,active,Agriculture,Poultry,Ethiopia,ET
LN-RW-2021-590884,Rent/Utilities,host,RW-RW-2024-S1-U04411,2000-12-15,4,Eastern,Rubavu,2021-07-10,2021-08-03,2021-08-13,900.24,714.41,673.75,Emergency Loan,12,280.99,215.69,48.38,0.74,0.0,16.18,0.0,593.81,458.06,140.51,9.87,0.0,0.0,0.0,0.0,56.15,15.74,0.82,72.71,73.54,57.56,19.15,0.96,0.0,0.0,0,0,2022-01-04,active,Hospitality and Tourism,Lodging,Rwanda,RW
LN-RW-2026-947297,Working capital,refugee,RW-RW-2024-S3-U02667,1997-12-20,1,Kigali City,Rwamagana,2026-07-17,2026-08-02,2026-08-11,654.96,535.88,505.99,Emergency Loan,24,574.53,449.18,52.71,3.7,0.0,68.94,0.0,8.64,56.81,0.0,20.71,0.0,0.0,0.0,0.0,21.08,2.2,0.86,24.14,25.72,17.81,6.59,0.01,0.0,1.32,0,0,2027-01-02,closed,Retail & Trade,Clothing,Rwanda,RW
LN-KE-2021-701747,Stock purchase,refugee,KE-KE-2023-S2-U01241,1988-05-09,2,Central,Nakuru,2021-08-09,2021-08-27,2021-09-09,760.84,581.84,570.72,Inventory Loan,18,512.78,400.05,73.16,1.68,3.91,34.0,0.0,181.71,170.68,35.46,8.97,27.26,17.07,3.55,0.9,31.71,6.03,0.72,38.46,40.79,28.94,6.72,2.15,0.68,2.3,8,1,2021-11-08,active,Hospitality and Tourism,Lodging,Kenya,KE
LN-RW-2025-386499,Equipment,host,RW-RW-2019-S2-U02453,1984-02-23,4,Western,Huye,2025-03-05,2025-04-03,2025-04-03,300.32,312.97,310.72,Emergency Loan,18,161.24,111.42,30.35,0.52,0.0,18.95,0.0,224.05,199.3,38.28,4.7,0.0,0.0,0.0,0.0,17.26,3.81,0.26,21.34,20.23,15.36,5.67,0.78,0.0,0.0,0,0,2025-07-17,active,Professional Services,Tailoring,Rwanda,RW
LN-RW-2019-819984,Rent/Utilities,refugee,RW-RW-2026-S2-U03904,1983-06-25,3,Southern,Gasabo,2019-10-18,2019-10-25,2019-10-27,272.02,222.13,216.87,Emergency Loan,18,200.02,141.05,26.87,2.96,0.0,29.14,0.0,75.99,75.82,20.57,7.62,0.0,0.0,0.0,0.0,12.05,2.64,0.42,15.11,15.32,9.36,3.67,0.77,0.0,1.53,0,0,2019-11-20,active,Transport,Moto,Rwanda,RW
LN-SS-2021-154000,Working capital,refugee,SS-SS-2021-S1-U03524,1989-06-13,2,Eastern Equatoria,Torit,2021-07-24,2021-08-08,2021-08-09,197.03,171.51,168.34,Emergency Loan,6,136.4,105.18,14.96,2.24,0.0,14.02,0.0,62.96,63.16,5.61,7.18,0.0,0.0,0.0,0.0,28.06,3.43,1.2,32.68,31.28,20.71,4.07,2.18,0.0,4.31,0,0,2021-12-25,active,Transport,Logistics,South Sudan,SS
LN-RW-2025-930899,Working capital,refugee,RW-RW-2018-S3-U03043,1992-05-06,2,Eastern,Gasabo,2025-05-12,2025-05-18,2025-05-22,297.16,282.82,276.64,Asset Finance,3,124.17,94.05,16.74,0.67,0.0,12.71,0.0,218.63,182.59,39.46,8.12,0.0,0.0,0.0,0.0,92.21,18.73,2.71,113.65,148.5,101.98,48.41,8.12,0.0,0.0,0,0,2025-06-25,active,ICT,Cybercafe,Rwanda,RW
LN-ET-2019-521796,Equipment,host,ET-ET-2018-S3-U01321,1975-06-15,1,Tigray,Kirkos,2019-10-07,2019-11-05,2019-11-15,180.91,140.86,128.85,Seasonal Loan,3,121.73,89.81,22.29,0.66,0.0,8.97,0.0,47.58,39.04,12.13,5.11,0.0,0.0,0.0,0.0,42.95,11.47,1.7,56.13,22.38,13.83,3.19,0.48,0.0,4.88,0,0,2019-12-19,active,Personal Services,Beauty,Ethiopia,ET
LN-ET-2021-850442,Rent/Utilities,refugee,ET-ET-2025-S3-U01389,1987-01-31,3,Amhara,Yeka,2021-06-12,2021-06-18,2021-06-18,450.96,423.5,398.1,Asset Finance,12,211.53,183.19,16.62,2.2,0.0,9.52,0.0,235.42,214.91,19.54,8.05,0.0,0.0,0.0,0.0,33.17,3.01,0.67,36.86,39.57,24.04,6.62,2.01,0.0,6.9,0,0,2021-10-16,active,Retail & Trade,Pharmacy,Ethiopia,ET
LN-ET-2025-895571,Working capital,refugee,ET-ET-2021-S3-U00642,1969-05-31,1,Oromia,Yeka,2025-03-05,2025-03-16,2025-03-16,1410.85,1181.2,1077.86,Inventory Loan,18,1241.32,1046.7,117.22,5.27,7.95,64.18,0.0,18.02,31.16,39.73,11.24,2.7,3.12,3.97,1.12,59.88,8.72,1.07,69.67,82.71,51.32,10.62,1.25,0.08,19.44,15,2,2025-07-06,closed,Hospitality and Tourism,Coffee Shop,Ethiopia,ET
LN-RW-2019-204609,Equipment,refugee,RW-RW-2019-S3-U02796,1976-08-16,1,Western,Gasabo,2019-11-04,2019-11-15,2019-11-29,517.11,410.85,409.55,Seasonal Loan,12,138.78,94.48,21.88,0.67,1.13,20.62,0.0,385.54,315.08,82.93,6.29,57.83,31.51,8.29,0.63,34.13,8.73,0.62,43.48,42.71,32.52,4.65,1.86,1.09,2.59,35,6,2020-04-03,defaulted,Personal Services,Childcare,Rwanda,RW
LN-KE-2019-599225,Stock purchase,host,KE-KE-2021-S2-U01965,1983-06-17,2,Rift Valley,Mombasa,2019-01-25,2019-02-08,2019-02-17,196.08,179.24,178.38,Emergency Loan,12,201.35,178.38,15.14,3.3,0.0,4.53,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,14.87,1.26,0.24,16.36,18.72,15.77,3.78,0.54,0.0,0.0,0,0,2019-08-16,closed,Personal Services,Cleaning,Kenya,KE
LN-RW-2023-496924,Equipment,host,RW-RW-2022-S1-U01652,1990-03-26,1,Western,Kicukiro,2023-01-09,2023-01-30,2023-02-10,652.6,568.36,544.15,Seasonal Loan,3,141.86,104.2,23.9,0.77,1.16,11.83,10.56,563.35,439.95,114.58,7.05,84.5,43.99,11.46,0.71,181.38,49.68,2.74,233.8,189.97,134.77,46.07,6.23,6.75,0.0,31,3,2023-04-29,restructured,Retail & Trade,Pharmacy,Rwanda,RW
LN-ET-2021-593839,Working capital,refugee,ET-ET-2020-S2-U02066,1985-11-08,3,Addis Ababa,Hawassa,2021-04-10,2021-04-14,2021-04-28,642.41,547.02,544.75,Seasonal Loan,3,614.8,485.77,56.63,3.17,0.0,69.23,0.0,0.0,58.98,3.13,5.8,0.0,0.0,0.0,0.0,181.58,19.92,1.93,203.44,216.58,149.37,58.52,5.8,0.0,2.88,0,0,2021-05-14,closed,Manufacturing,Baked Goods,Ethiopia,ET
LN-SS-2022-157489,Emergency,host,SS-SS-2026-S2-U01546,1982-11-11,1,Central Equatoria,Yambio,2022-10-31,2022-11-21,2022-11-26,435.27,354.29,319.43,Asset Finance,12,239.65,207.43,30.57,1.12,0.0,0.53,0.0,138.7,112.0,18.91,7.67,0.0,0.0,0.0,0.0,26.62,4.12,0.64,31.38,22.64,12.54,5.22,1.92,0.0,2.96,0,0,2023-06-03,active,Professional Services,Repairs,South Sudan,SS
LN-RW-2021-911686,Emergency,refugee,RW-RW-2026-S2-U00052,1989-12-05,1,Western,Huye,2021-07-10,2021-08-04,2021-08-10,332.79,270.76,251.85,Emergency Loan,6,203.29,155.86,23.05,1.38,0.0,22.99,0.0,104.72,95.98,21.51,9.5,0.0,0.0,0.0,0.0,41.97,7.43,1.58,50.98,67.28,50.43,19.89,4.57,0.0,0.0,0,0,2021-09-25,active,Transport,Moto,Rwanda,RW
LN-SS-2022-363583,Equipment,host,SS-SS-2024-S2-U03889,2002-03-12,5,Eastern Equatoria,Juba,2022-08-27,2022-09-22,2022-10-06,369.57,386.57,384.23,Inventory Loan,3,152.72,121.15,16.04,0.51,0.0,15.02,0.0,306.19,263.09,40.03,17.08,0.0,0.0,0.0,0.0,128.08,18.69,5.69,152.46,180.83,141.77,56.07,13.67,0.0,0.0,0,0,2022-11-29,active,Retail & Trade,Pharmacy,South Sudan,SS
LN-RW-2026-875783,Stock purchase,refugee,RW-RW-2022-S3-U02193,1979-11-04,3,Eastern,Musanze,2026-10-17,2026-10-26,2026-10-26,354.73,308.38,281.71,Seasonal Loan,18,161.7,119.8,12.07,0.84,0.0,29.0,0.0,162.17,161.91,16.78,11.63,0.0,0.0,0.0,0.0,15.65,1.6,0.65,17.9,13.59,7.94,3.78,0.53,0.0,1.35,0,0,2027-01-18,active,Personal Services,Laundry,Rwanda,RW
LN-KE-2019-954488,Emergency,host,KE-KE-2019-S2-U03544,1993-06-27,2,Rift Valley,Kisumu,2019-05-14,2019-05-26,2019-06-08,963.04,909.92,848.94,Inventory Loan,18,480.41,387.6,41.5,5.49,3.87,41.95,0.0,486.25,461.34,40.97,20.34,72.94,46.13,4.1,2.03,47.16,4.58,1.34,53.09,55.04,40.04,12.92,2.98,2.04,0.0,1,2,2019-11-02,active,Agriculture,Grains,Kenya,KE
LN-SS-2025-848179,Expansion,refugee,SS-SS-2024-S1-U03647,1988-05-15,1,Central Equatoria,Juba,2025-01-09,2025-01-18,2025-01-28,164.14,125.15,117.74,Seasonal Loan,3,76.65,67.71,6.77,0.22,0.0,1.94,0.0,62.0,50.03,9.21,4.51,0.0,0.0,0.0,0.0,39.25,5.33,1.5,46.08,30.33,22.95,4.83,2.18,0.0,0.38,0,0,2025-03-25,active,Professional Services,Tailoring,South Sudan,SS
LN-RW-2022-265939,Working capital,host,RW-RW-2026-S3-U02763,1992-07-17,1,Eastern,Huye,2022-07-07,2022-08-03,2022-08-12,391.27,325.59,319.48,Emergency Loan,12,141.04,92.29,26.21,0.62,0.0,21.92,0.0,276.02,227.18,58.79,10.75,0.0,0.0,0.0,0.0,26.62,7.08,0.9,34.6,26.34,19.77,7.93,2.05,0.0,0.0,0,0,2022-09-03,active,Agriculture,Grains,Rwanda,RW
LN-KE-2023-350077,Working capital,refugee,KE-KE-2019-S2-U03786,1982-11-26,1,Rift Valley,Mombasa,2023-02-03,2023-02-23,2023-03-08,1482.35,1178.31,1107.74,Working Capital,12,1498.39,995.33,249.66,18.29,0.0,235.11,0.0,0.0,112.41,72.94,33.79,0.0,0.0,0.0,0.0,92.31,26.88,2.82,122.01,168.37,139.23,53.21,2.9,0.0,0.0,0,0,2023-04-09,closed,Hospitality and Tourism,Catering,Kenya,KE
LN-ET-2025-715324,Equipment,host,ET-ET-2020-S2-U04255,1980-03-29,1,Amhara,Bahir Dar,2025-02-16,2025-02-24,2025-03-02,135.97,126.38,115.4,Inventory Loan,24,42.47,30.41,9.56,0.07,0.0,2.42,0.0,107.36,84.99,22.18,2.43,0.0,0.0,0.0,0.0,10.0,1.32,0.1,11.42,14.0,9.21,3.97,0.28,0.0,0.54,0,0,2025-07-25,active,Hospitality and Tourism,Restaurant,Ethiopia,ET
LN-RW-2026-786309,Emergency,refugee,RW-RW-2023-S2-U02926,1987-01-26,2,Kigali City,Musanze,2026-06-07,2026-06-11,2026-06-18,429.01,378.36,364.96,Inventory Loan,3,257.94,191.02,48.16,2.38,0.0,16.39,0.0,216.76,173.94,39.88,17.33,0.0,0.0,0.0,0.0,121.65,29.35,5.78,156.78,98.56,60.94,19.78,8.96,0.0,8.89,0,0,2026-07-11,active,Hospitality and Tourism,Coffee Shop,Rwanda,RW
LN-KE-2023-550150,Emergency,host,KE-KE-2026-S1-U04498,2001-04-19,2,Central,Nakuru,2023-05-30,2023-06-02,2023-06-11,292.01,219.2,202.1,Asset Finance,6,54.97,41.05,9.12,0.03,1.99,2.78,0.0,200.72,161.05,39.87,2.45,30.11,16.11,3.99,0.24,33.68,8.16,0.74,42.59,54.3,38.13,16.84,1.15,1.33,0.0,37,5,2023-08-28,defaulted,Retail & Trade,Pharmacy,Kenya,KE
LN-SS-2026-394644,Emergency,refugee,SS-SS-2024-S2-U03455,1981-12-13,2,Western Equatoria,Juba,2026-11-16,2026-12-15,2026-12-25,100.0,100.0,96.26,Seasonal Loan,18,62.47,40.17,11.54,0.57,0.0,10.19,0.0,65.82,56.09,17.28,2.03,0.0,0.0,0.0,0.0,10.0,1.6,0.11,11.71,11.33,7.56,1.59,0.34,0.0,1.83,0,0,2027-03-10,active,Construction,Hardware,South Sudan,SS
LN-RW-2020-259050,Expansion,host,RW-RW-2024-S1-U04553,1969-07-07,3,Southern,Nyarugenge,2020-12-12,2020-12-13,2020-12-15,937.36,750.4,709.7,Inventory Loan,18,847.61,617.27,109.12,10.47,0.0,110.75,0.0,10.95,92.43,6.97,22.17,0.0,0.0,0.0,0.0,39.43,6.45,1.23,47.11,49.1,39.73,5.52,3.7,0.0,0.16,0,0,2021-01-02,closed,Transport,Logistics,Rwanda,RW
LN-ET-2026-186237,Rent/Utilities,refugee,ET-ET-2026-S1-U03407,1993-02-02,1,Amhara,Mekelle,2026-02-10,2026-03-04,2026-03-09,610.27,633.95,619.6,Working Capital,9,748.7,619.6,89.15,6.18,0.0,33.78,0.0,0.0,0.0,0.0,24.66,0.0,0.0,0.0,0.0,68.84,9.91,2.74,81.49,39.54,28.15,11.01,0.62,0.0,0.0,0,0,2026-06-01,closed,Personal Services,Beauty,Ethiopia,ET
LN-RW-2024-413061,Stock purchase,host,RW-RW-2019-S2-U03817,1992-10-13,3,Northern,Kicukiro,2024-08-08,2024-08-20,2024-08-24,771.88,606.01,567.12,Working Capital,12,200.28,159.07,38.57,0.01,1.96,0.66,0.0,527.23,408.04,102.25,17.56,79.08,40.8,10.23,1.76,47.26,11.74,1.63,60.62,61.26,38.43,6.23,4.88,1.28,10.45,3,1,2024-09-29,active,Professional Services,Consulting,Rwanda,RW
LN-RW-2019-724433,Working capital,host,RW-RW-2026-S1-U02424,2001-06-16,3,Northern,Kicukiro,2019-11-17,2019-11-28,2019-12-02,605.45,522.95,512.42,Emergency Loan,3,222.87,173.36,19.41,1.64,0.0,28.46,0.0,359.28,339.06,35.91,10.13,0.0,0.0,0.0,0.0,170.81,18.44,3.38,192.62,228.92,162.73,55.32,10.13,0.0,0.74,0,0,2019-12-29,active,Retail & Trade,Grocery,Rwanda,RW
LN-KE-2026-522977,Emergency,refugee,KE-KE-2018-S2-U02985,1978-11-05,1,Coast,Kisumu,2026-03-28,2026-04-09,2026-04-15,960.85,756.21,754.08,Seasonal Loan,6,543.5,422.67,61.14,0.53,0.0,59.16,0.0,369.24,331.42,67.18,29.45,0.0,0.0,0.0,0.0,125.68,21.39,4.91,151.98,189.9,125.67,37.59,14.73,0.0,11.91,0,0,2026-07-14,active,Agriculture,Grains,Kenya,KE
LN-KE-2021-362255,Emergency,host,KE-KE-2023-S1-U04011,1985-12-17,1,Western,Nairobi,2021-09-17,2021-09-27,2021-10-07,249.64,195.28,190.52,Asset Finance,12,158.19,111.59,19.0,0.41,0.0,27.2,0.0,71.57,78.93,13.29,6.36,0.0,0.0,0.0,0.0,15.88,2.69,0.53,19.1,21.84,18.5,7.36,1.59,0.0,0.0,0,0,2022-03-18,active,ICT,Device Repair,Kenya,KE
LN-RW-2022-399176,Emergency,refugee,RW-RW-2018-S1-U03225,1992-11-16,1,Northern,Huye,2022-02-22,2022-02-28,2022-02-28,667.35,636.0,629.3,Inventory Loan,18,237.77,191.27,26.53,1.7,0.0,18.27,0.0,491.89,438.03,61.8,6.81,0.0,0.0,0.0,0.0,34.96,4.91,0.38,40.25,38.05,28.04,6.32,0.31,0.0,3.38,0,0,2022-05-29,active,Retail & Trade,Pharmacy,Rwanda,RW
LN-RW-2026-223857,Stock purchase,host,RW-RW-2026-S1-U00156,2003-09-05,1,Kigali City,Nyarugenge,2026-01-23,2026-02-11,2026-02-19,370.06,383.33,372.24,Asset Finance,24,313.62,286.91,25.25,1.0,0.0,0.46,0.0,107.34,85.33,15.84,6.29,0.0,0.0,0.0,0.0,15.51,1.71,0.26,17.48,30.38,23.57,5.08,0.79,0.0,0.93,0,0,2026-05-02,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-RW-2021-191803,Equipment,host,RW-RW-2023-S3-U02423,1995-06-06,4,Eastern,Musanze,2021-09-07,2021-09-17,2021-09-21,411.93,349.28,347.14,Emergency Loan,24,265.01,225.25,34.14,0.25,0.0,5.37,0.0,138.44,121.89,15.73,6.06,0.0,0.0,0.0,0.0,14.46,2.08,0.25,16.79,19.61,15.01,6.23,0.76,0.0,0.0,0,0,2021-12-30,active,ICT,Software Services,Rwanda,RW
LN-RW-2019-208726,Rent/Utilities,refugee,RW-RW-2020-S3-U00516,2002-10-10,3,Western,Huye,2019-01-07,2019-01-16,2019-01-21,473.75,424.61,401.03,Asset Finance,24,489.3,401.03,80.33,1.89,0.0,6.04,0.0,7.85,0.0,0.0,13.86,0.0,0.0,0.0,0.0,16.71,3.35,0.58,20.63,14.06,11.77,1.63,0.06,0.0,0.59,0,0,2019-09-18,closed,Manufacturing,Crafts,Rwanda,RW
LN-RW-2026-682779,Emergency,refugee,RW-RW-2018-S3-U01086,1985-06-29,2,Eastern,Musanze,2026-08-28,2026-09-16,2026-09-26,301.08,282.61,260.79,Inventory Loan,18,298.66,260.79,29.74,3.6,0.0,4.54,0.0,5.15,0.0,6.04,3.58,0.0,0.0,0.0,0.0,14.49,1.99,0.2,16.67,24.64,16.15,3.76,0.6,0.0,4.13,0,0,2027-04-17,closed,Agriculture,Grains,Rwanda,RW
LN-RW-2026-798506,Rent/Utilities,refugee,RW-RW-2019-S3-U04683,1994-08-10,3,Northern,Rwamagana,2026-07-13,2026-08-07,2026-08-21,1353.36,1252.04,1130.66,Inventory Loan,18,547.78,415.75,72.18,3.59,0.0,56.27,0.0,812.55,714.91,107.74,40.84,0.0,0.0,0.0,0.0,62.81,10.0,2.27,75.08,75.55,46.92,24.65,0.63,0.0,3.35,0,0,2026-12-09,active,Personal Services,Beauty,Rwanda,RW
LN-KE-2023-198744,Expansion,refugee,KE-KE-2026-S3-U00761,2002-04-22,3,Nairobi,Kisumu,2023-03-21,2023-04-13,2023-04-23,102.07,100.0,97.41,Emergency Loan,24,44.49,34.18,3.39,0.65,0.0,6.27,0.0,68.49,63.23,6.76,3.77,0.0,0.0,0.0,0.0,10.0,1.0,0.16,11.16,6.26,5.2,1.5,0.31,0.0,0.0,0,0,2023-10-20,active,Agriculture,Vegetables,Kenya,KE
LN-KE-2019-799314,Stock purchase,host,KE-KE-2024-S1-U04396,2000-10-27,2,Nairobi,Kajiado,2019-05-09,2019-05-31,2019-06-02,437.98,418.63,415.27,Seasonal Loan,18,276.53,218.04,31.89,1.95,2.65,22.01,0.0,213.29,197.23,30.99,5.58,31.99,19.72,3.1,0.56,23.07,3.49,0.46,27.02,32.53,24.87,5.06,1.37,0.13,1.1,16,2,2019-07-29,active,Retail & Trade,Clothing,Kenya,KE
LN-KE-2020-993396,Working capital,refugee,KE-KE-2023-S2-U02754,1979-06-13,2,Coast,Nakuru,2020-03-03,2020-03-29,2020-04-09,188.32,192.6,175.7,Inventory Loan,9,126.06,90.71,19.67,1.48,0.0,14.2,0.0,86.55,84.99,10.64,4.11,0.0,0.0,0.0,0.0,19.52,3.37,0.46,23.35,13.31,10.24,4.12,0.43,0.0,0.0,0,0,2020-08-01,active,Agriculture,Grains,Kenya,KE
LN-SS-2020-189687,Working capital,host,SS-SS-2023-S1-U02240,2005-10-23,3,Eastern Equatoria,Yambio,2020-10-10,2020-11-06,2020-11-13,338.56,281.13,269.83,Emergency Loan,3,219.93,164.83,28.09,3.44,0.0,23.56,0.0,118.38,105.0,22.91,12.18,0.0,0.0,0.0,0.0,89.94,17.0,4.06,111.01,58.93,36.29,12.09,3.65,0.0,6.91,0,0,2021-01-08,active,Manufacturing,Furniture,South Sudan,SS
